时间,小区名称,小区上行平均激活用户数,小区下行平均激活用户数,下行平均使用的PRB个数,上行平均使用的PRB个数
2024/11/1 20:00,9306,1.0357,2.6463,22.3726,12.9738
2024/11/1 21:00,9306,1.2419,3.2079,22.7585,14.1941
2024/11/1 22:00,9306,1.3811,3.5562,24.0521,15.4774
2024/11/1 23:00,9306,1.3312,3.1934,24.4151,15.7034
2024/11/16 0:00,9306,1.2891,3.2349,23.7018,13.9177
2024/11/16 1:00,9306,1.2826,3.2468,19.2590,13.2159
2024/11/16 2:00,9306,1.3559,3.2450,18.8816,13.9149
2024/11/16 3:00,9306,1.7314,3.8680,20.1917,15.5151
2024/11/16 4:00,9306,1.5051,3.5577,22.8136,15.7487
2024/11/16 5:00,9306,0.3273,0.7597,9.8771,9.5864
2024/11/16 6:00,9306,0.2329,0.5449,8.1215,8.6892
2024/11/16 7:00,9306,0.2968,0.7466,10.5509,9.2705
2024/11/16 8:00,9306,0.6310,1.6326,17.4251,11.1612
2024/11/16 9:00,9306,0.9084,2.6063,22.0739,12.7699
2024/11/16 10:00,9306,1.2912,3.6064,30.0630,14.8131
2024/11/16 11:00,9306,1.4029,3.7137,35.1477,14.4061
2024/11/16 12:00,9306,1.2252,3.2133,33.0398,13.4893
2024/11/16 13:00,9306,0.9174,2.4552,24.0521,12.0551
2024/11/16 14:00,9306,0.9367,2.5034,22.8530,12.2561
2024/11/16 15:00,9306,1.0681,2.9463,24.9316,12.7425
2024/11/16 16:00,9306,0.9621,2.5735,21.5936,12.3562
2024/11/16 17:00,9306,0.8957,2.3236,20.4595,12.5001
2024/11/16 18:00,9306,0.7508,1.8764,17.6180,11.5621
2024/11/16 19:00,9306,0.6714,1.6438,16.0636,11.0278
2024/11/16 20:00,9306,0.9418,2.2976,18.8066,12.3253
2024/11/16 21:00,9306,1.2089,2.8956,21.6508,13.4974
2024/11/16 22:00,9306,1.2892,3.1817,22.7398,13.8357
2024/11/16 23:00,9306,1.2316,2.9934,22.7306,13.9107
2024/11/1 0:00,9310,0.1491,0.3424,7.0540,7.9567
2024/11/1 1:00,9310,0.2155,0.3349,6.1924,6.8120
2024/11/1 2:00,9310,0.2155,0.4867,4.8753,6.0916
2024/11/1 3:00,9310,0.2155,0.4726,4.8311,6.1128
2024/11/1 4:00,9310,0.2155,0.4192,4.4267,5.7522
2024/11/1 5:00,9310,0.2155,0.3184,4.7867,6.2633
2024/11/1 6:00,9310,0.1570,0.3931,6.6156,7.9729
2024/11/1 7:00,9310,0.9237,2.2440,31.2154,10.3614
2024/11/1 8:00,9310,3.3277,9.2155,91.1865,15.8605
2024/11/1 9:00,9310,3.6203,9.5399,101.0147,16.7938
2024/11/1 10:00,9310,3.4276,9.2552,96.4782,16.5243
2024/11/1 11:00,9310,2.0296,5.5073,62.6610,13.8291
2024/11/1 12:00,9310,0.5690,1.4660,21.7168,9.5894
2024/11/1 13:00,9310,1.3742,3.6658,44.5919,11.6516
2024/11/1 14:00,9310,4.1642,12.5788,101.6595,17.9184
2024/11/1 15:00,9310,4.1853,12.1131,106.9837,18.5237
2024/11/1 16:00,9310,3.0292,9.1586,86.1228,16.0542
2024/11/1 17:00,9310,1.4847,3.6669,44.2369,12.2946
2024/11/1 18:00,9310,3.9955,10.3903,92.4301,19.1279
2024/11/1 19:00,9310,4.2702,11.7369,94.1426,19.6240
2024/11/1 20:00,9310,0.9616,2.1979,31.9763,11.4220
2024/11/1 21:00,9310,0.2480,0.6924,12.1552,8.6263
2024/11/1 22:00,9310,0.1864,0.4594,11.1838,8.2834
2024/11/1 23:00,9310,0.0885,0.2524,7.7696,7.9622
2024/11/16 0:00,9310,0.0898,0.2371,6.7414,8.1981
2024/11/16 1:00,9310,0.1101,0.2764,7.1518,9.0549
2024/11/16 2:00,9310,0.1114,0.2835,7.3037,9.2123
2024/11/16 3:00,9310,0.0806,0.2097,5.4664,7.9619
2024/11/16 4:00,9310,0.1834,0.2079,5.4500,6.8904
2024/11/16 5:00,9310,0.1834,0.2789,4.7638,6.7768
2024/11/16 6:00,9310,0.0657,0.1879,4.8409,7.6987
2024/11/16 7:00,9310,0.1887,0.5083,8.1658,8.4983
2024/11/16 8:00,9310,0.5287,1.2192,17.8011,10.2854
2024/11/16 9:00,9310,0.6243,1.5841,23.2378,10.8808
2024/11/16 10:00,9310,0.6361,1.5294,22.6249,10.4728
2024/11/16 11:00,9310,0.6828,1.5299,25.9586,11.1571
2024/11/16 12:00,9310,0.8257,1.7881,28.6888,12.1738
2024/11/16 13:00,9310,0.5287,1.3161,19.0490,10.6133
2024/11/16 14:00,9310,0.7042,1.3769,23.8625,10.5583
2024/11/16 15:00,9310,0.9206,1.9713,34.0068,11.6789
2024/11/16 16:00,9310,0.7349,1.7316,30.4033,10.8703
2024/11/16 17:00,9310,0.5562,1.3703,17.9179,10.3505
2024/11/16 18:00,9310,0.6863,1.4006,20.7021,11.0816
2024/11/16 19:00,9310,0.6065,1.1163,20.5593,11.2850
2024/11/16 20:00,9310,0.7683,1.5840,24.1103,11.2085
2024/11/16 21:00,9310,0.2927,0.6152,13.9656,9.0219
2024/11/16 22:00,9310,0.1798,0.3987,10.8867,8.7065
2024/11/16 23:00,9310,0.1237,0.3110,9.4047,8.4801
2024/11/1 0:00,9323,1.5560,4.0692,33.4107,12.2023
2024/11/1 1:00,9323,1.2252,3.4660,29.0019,10.8513
2024/11/1 2:00,9323,0.2022,0.6991,6.1172,6.1943
2024/11/1 3:00,9323,0.1747,0.4004,4.7613,5.9972
2024/11/1 4:00,9323,0.1735,0.3944,5.0595,6.2493
2024/11/1 5:00,9323,0.6269,2.0042,10.0280,8.8823
2024/11/1 6:00,9323,0.3351,1.0885,7.5898,8.3732
2024/11/1 7:00,9323,0.4682,1.3529,10.1234,8.9192
2024/11/1 8:00,9323,0.7478,2.2781,16.1081,10.2814
2024/11/1 9:00,9323,1.2736,3.7306,25.9158,12.7194
2024/11/1 10:00,9323,1.5544,4.3973,31.3914,14.3118
2024/11/1 11:00,9323,1.8459,4.7087,37.8654,15.0957
2024/11/1 12:00,9323,1.8427,4.5237,37.2013,14.6947
2024/11/1 13:00,9323,1.6211,4.1109,33.4088,13.8337
2024/11/1 14:00,9323,1.4490,4.0485,28.4435,13.1847
2024/11/1 15:00,9323,1.6225,4.6241,29.2929,13.8852
2024/11/1 16:00,9323,1.6869,4.7183,30.0268,13.8708
2024/11/1 17:00,9323,1.8678,4.4935,28.5411,14.6967
2024/11/1 18:00,9323,2.1505,4.6086,29.5284,15.4382
2024/11/1 19:00,9323,2.1132,4.5120,29.3005,16.1273
2024/11/1 20:00,9323,1.9565,4.1558,26.9750,15.8550
2024/11/1 21:00,9323,1.7981,3.7679,27.0206,14.6232
2024/11/1 22:00,9323,1.7553,3.7354,28.4440,13.6773
2024/11/1 23:00,9323,1.4134,3.2749,26.6444,11.9188
2024/11/16 0:00,9323,1.9746,4.7998,40.4838,13.4252
2024/11/16 1:00,9323,1.6833,3.8359,31.5092,11.6482
2024/11/16 2:00,9323,0.7513,1.8328,16.1415,11.1833
2024/11/16 3:00,9323,0.5530,1.2734,10.8606,10.2624
2024/11/16 4:00,9323,0.1676,0.6363,6.1956,6.2267
2024/11/16 5:00,9323,0.7162,2.6051,11.7979,9.1347
2024/11/16 6:00,9323,0.3241,1.2762,8.0887,8.5506
2024/11/16 7:00,9323,0.4762,1.3450,10.8794,9.3327
2024/11/16 8:00,9323,0.8767,2.4591,18.5980,11.3233
2024/11/16 9:00,9323,1.2601,3.4605,26.0918,12.7862
2024/11/16 10:00,9323,1.4888,4.1962,28.4405,14.1310
2024/11/16 11:00,9323,1.8078,4.5574,35.2810,15.1837
2024/11/16 12:00,9323,1.7984,4.1687,32.6189,14.6083
2024/11/16 13:00,9323,1.5076,3.7929,29.1360,13.1428
2024/11/16 14:00,9323,1.4894,4.0359,31.4934,13.4173
2024/11/16 15:00,9323,1.3651,3.7673,26.9019,12.3172
2024/11/16 16:00,9323,1.4465,3.9418,26.4184,12.9614
2024/11/16 17:00,9323,1.7968,4.3143,29.6556,14.4879
2024/11/16 18:00,9323,2.1506,4.6887,31.8030,16.1104
2024/11/16 19:00,9323,2.2776,4.9535,34.2298,16.2575
2024/11/16 20:00,9323,2.1406,4.6593,31.4207,16.5776
2024/11/16 21:00,9323,1.8955,4.1686,30.2481,15.2910
2024/11/16 22:00,9323,1.5927,3.4364,29.4570,13.3918
2024/11/16 23:00,9323,1.4849,3.3292,29.5354,12.2986
2024/11/1 0:00,9326,1.2013,2.4069,29.2406,11.6267
2024/11/1 1:00,9326,0.9228,1.8384,22.6735,10.3547
2024/11/1 2:00,9326,0.1307,0.3570,4.8960,5.2121
2024/11/1 3:00,9326,0.1214,0.2398,3.5400,4.8512
2024/11/1 4:00,9326,0.1191,0.2150,3.8560,5.1645
2024/11/1 5:00,9326,0.3430,0.7862,8.6915,8.3735
2024/11/1 6:00,9326,0.2479,0.6078,8.8594,8.4678
2024/11/1 7:00,9326,0.4866,1.2600,15.4344,9.3652
2024/11/1 8:00,9326,1.1429,2.6375,28.3033,11.6686
2024/11/1 9:00,9326,1.3810,3.1549,31.1714,12.5916
2024/11/1 10:00,9326,1.7633,3.7739,39.8541,14.3581
2024/11/1 11:00,9326,2.6579,5.4621,56.9089,17.7019
2024/11/1 12:00,9326,3.5375,8.1526,86.6127,23.1536
2024/11/1 13:00,9326,2.6815,5.4141,61.9489,17.9021
2024/11/1 14:00,9326,2.5686,5.3002,56.0751,17.0281
2024/11/1 15:00,9326,2.4171,5.1739,57.6594,17.8151
2024/11/1 16:00,9326,2.6429,5.7029,58.8309,18.9757
2024/11/1 17:00,9326,3.2012,6.6942,69.2696,21.1750
2024/11/1 18:00,9326,3.9978,8.2458,83.4028,23.5504
2024/11/1 19:00,9326,3.7360,7.2518,77.1999,22.3490
2024/11/1 20:00,9326,3.4705,6.7594,74.4417,22.0162
2024/11/1 21:00,9326,2.6735,5.4510,60.0268,18.2787
2024/11/1 22:00,9326,1.9012,3.8521,42.6491,14.6762
2024/11/1 23:00,9326,1.5373,3.1564,38.3654,13.0937
2024/11/16 0:00,9326,0.8369,1.7162,29.0714,11.4998
2024/11/16 1:00,9326,0.5533,1.1566,18.4361,9.7957
2024/11/16 2:00,9326,0.4079,0.9260,14.1965,9.7035
2024/11/16 3:00,9326,0.2462,0.5956,8.2197,8.5907
2024/11/16 4:00,9326,0.1504,0.3621,5.5126,6.0885
2024/11/16 5:00,9326,0.1561,0.3289,6.6034,7.8948
2024/11/16 6:00,9326,0.1355,0.3265,6.4381,7.9937
2024/11/16 7:00,9326,0.2928,0.6891,10.6834,8.5757
2024/11/16 8:00,9326,0.8728,2.0354,28.2123,11.1930
2024/11/16 9:00,9326,1.1593,2.8920,33.2344,12.9797
2024/11/16 10:00,9326,1.4664,3.6045,39.9128,14.7680
2024/11/16 11:00,9326,2.0049,4.5391,54.4770,18.0090
2024/11/16 12:00,9326,2.4645,5.3767,73.9530,20.2166
2024/11/16 13:00,9326,2.0803,4.4099,65.5889,17.6047
2024/11/16 14:00,9326,1.9275,4.3411,59.2113,17.0592
2024/11/16 15:00,9326,2.0308,4.5620,60.3130,17.2484
2024/11/16 16:00,9326,2.3019,5.1135,64.5963,18.7720
2024/11/16 17:00,9326,2.2413,5.1184,66.1451,19.4896
2024/11/16 18:00,9326,2.9340,6.5655,80.6704,23.3220
2024/11/16 19:00,9326,2.4384,5.1753,69.1489,20.8326
2024/11/16 20:00,9326,1.9909,4.1772,57.7645,18.1279
2024/11/16 21:00,9326,1.6114,3.5267,47.2112,16.2752
2024/11/16 22:00,9326,1.2987,2.7664,37.9011,14.4587
2024/11/16 23:00,9326,1.1263,2.3614,35.4977,13.1135
2024/11/1 0:00,9340,0.1394,0.5221,7.1986,8.0364
2024/11/1 1:00,9340,0.1767,0.4083,5.8237,6.1136
2024/11/1 2:00,9340,0.1782,0.4320,4.3252,6.0417
2024/11/1 3:00,9340,0.1802,0.4030,4.3182,6.0867
2024/11/1 4:00,9340,0.1797,0.3557,3.9389,5.9535
2024/11/1 5:00,9340,0.1688,0.2555,4.1778,6.2214
2024/11/1 6:00,9340,0.0741,0.2330,4.7739,7.6882
2024/11/1 7:00,9340,0.1472,0.5297,5.7903,8.0790
2024/11/1 8:00,9340,0.1880,0.6479,6.1774,8.2681
2024/11/1 9:00,9340,0.1614,0.5491,5.5292,8.1292
2024/11/1 10:00,9340,0.1342,0.4988,5.4372,8.0564
2024/11/1 11:00,9340,0.1678,0.6060,6.2980,8.2248
2024/11/1 12:00,9340,0.2245,0.6827,6.9924,8.4023
2024/11/1 13:00,9340,0.2221,0.7128,6.8412,8.5320
2024/11/1 14:00,9340,0.1929,0.6934,6.1466,8.2653
2024/11/1 15:00,9340,0.2254,0.7759,6.4668,8.3710
2024/11/1 16:00,9340,0.2160,0.7510,6.2981,8.3728
2024/11/1 17:00,9340,0.2592,0.9228,6.9204,8.4584
2024/11/1 18:00,9340,0.3154,1.0755,7.7769,8.6346
2024/11/1 19:00,9340,0.2467,0.8143,6.8854,8.4276
2024/11/1 20:00,9340,0.2248,0.7464,6.5335,8.4232
2024/11/1 21:00,9340,0.2022,0.6610,6.8855,8.3595
2024/11/1 22:00,9340,0.1818,0.6768,7.1848,8.3508
2024/11/1 23:00,9340,0.1460,0.6056,7.3661,8.2971
2024/11/16 0:00,9340,0.1419,0.3971,6.3336,8.0038
2024/11/16 1:00,9340,0.1469,0.4134,6.6723,9.4193
2024/11/16 2:00,9340,0.0598,0.3002,5.7908,8.7324
2024/11/16 3:00,9340,0.0912,0.2923,6.3489,8.4271
2024/11/16 4:00,9340,0.1658,0.2696,5.8974,6.0634
2024/11/16 5:00,9340,0.1658,0.3170,5.2638,5.9876
2024/11/16 6:00,9340,0.0820,0.2683,4.7100,7.6946
2024/11/16 7:00,9340,0.1262,0.4094,5.4565,7.9198
2024/11/16 8:00,9340,0.1779,0.5352,6.0361,8.0766
2024/11/16 9:00,9340,0.1993,0.5952,6.0554,8.2504
2024/11/16 10:00,9340,0.2288,0.6858,6.5628,8.4582
2024/11/16 11:00,9340,0.2536,0.7321,7.7754,8.5346
2024/11/16 12:00,9340,0.1981,0.5688,6.7293,8.2476
2024/11/16 13:00,9340,0.2056,0.6802,6.4428,8.2776
2024/11/16 14:00,9340,0.2169,0.7302,7.1629,8.3704
2024/11/16 15:00,9340,0.2467,0.8257,7.2628,8.6068
2024/11/16 16:00,9340,0.2748,0.9239,7.4500,8.6121
2024/11/16 17:00,9340,0.3204,1.0650,8.3189,8.8803
2024/11/16 18:00,9340,0.2962,0.9388,7.6173,8.7214
2024/11/16 19:00,9340,0.2647,0.8102,6.9916,8.6038
2024/11/16 20:00,9340,0.2292,0.6914,6.6727,8.3812
2024/11/16 21:00,9340,0.2595,0.7868,7.9149,8.6698
2024/11/16 22:00,9340,0.2758,0.9153,9.0584,8.9281
2024/11/16 23:00,9340,0.2512,0.7029,8.3071,8.6742
2024/11/1 0:00,9348,0.0129,0.0362,4.4511,7.5794
2024/11/1 1:00,9348,0.1650,0.1863,5.4484,6.0725
2024/11/1 2:00,9348,0.1880,0.4668,4.5776,6.0061
2024/11/1 3:00,9348,0.1728,0.4382,4.5483,6.0508
2024/11/1 4:00,9348,0.1711,0.3881,4.1449,5.8817
2024/11/1 5:00,9348,0.1635,0.2367,4.2748,6.1806
2024/11/1 6:00,9348,0.0276,0.1116,4.2158,7.3663
2024/11/1 7:00,9348,0.0397,0.1232,4.0952,7.3822
2024/11/1 8:00,9348,0.0407,0.1444,4.2569,7.5032
2024/11/1 9:00,9348,0.0498,0.1837,4.5327,7.5884
2024/11/1 10:00,9348,0.0518,0.1979,4.5672,7.5853
2024/11/1 11:00,9348,0.0486,0.1794,4.4916,7.6314
2024/11/1 12:00,9348,0.0451,0.1473,4.2759,7.4983
2024/11/1 13:00,9348,0.0454,0.1510,4.2664,7.4402
2024/11/1 14:00,9348,0.0430,0.1606,4.3129,7.4164
2024/11/1 15:00,9348,0.0477,0.1780,4.3804,7.5562
2024/11/1 16:00,9348,0.0507,0.1803,4.4550,7.5482
2024/11/1 17:00,9348,0.0517,0.1700,4.3325,7.5082
2024/11/1 18:00,9348,0.0455,0.1443,4.1961,7.4499
2024/11/1 19:00,9348,0.0466,0.1417,4.1484,7.4468
2024/11/1 20:00,9348,0.0551,0.1531,4.2699,7.4174
2024/11/1 21:00,9348,0.0473,0.1422,4.1507,7.4434
2024/11/1 22:00,9348,0.0411,0.1378,4.1979,7.3687
2024/11/1 23:00,9348,0.0203,0.0493,4.3023,7.5429
2024/11/16 0:00,9348,0.0102,0.0200,4.4547,7.7821
2024/11/16 1:00,9348,0.0357,0.1235,4.7765,7.3381
2024/11/16 2:00,9348,0.0015,0.0024,4.4925,6.9871
2024/11/16 3:00,9348,0.0021,0.0031,5.0278,7.5183
2024/11/16 4:00,9348,0.1616,0.1593,5.6973,6.1033
2024/11/16 5:00,9348,0.1616,0.2020,5.1465,6.0259
2024/11/16 6:00,9348,0.0074,0.0426,4.2526,7.5825
2024/11/16 7:00,9348,0.0432,0.1416,4.1567,7.4085
2024/11/16 8:00,9348,0.0424,0.1315,4.1371,7.4456
2024/11/16 9:00,9348,0.0432,0.1477,4.2542,7.5708
2024/11/16 10:00,9348,0.0496,0.1684,4.2478,7.5202
2024/11/16 11:00,9348,0.0436,0.1535,4.3465,7.5919
2024/11/16 12:00,9348,0.0459,0.1434,4.2103,7.5006
2024/11/16 13:00,9348,0.0460,0.1537,4.2678,7.5375
2024/11/16 14:00,9348,0.0463,0.1426,4.2654,7.5377
2024/11/16 15:00,9348,0.0484,0.1542,4.3224,7.5326
2024/11/16 16:00,9348,0.0501,0.1636,4.3423,7.6051
2024/11/16 17:00,9348,0.0473,0.1502,4.2443,7.5732
2024/11/16 18:00,9348,0.0518,0.1576,4.2760,7.4847
2024/11/16 19:00,9348,0.0539,0.1533,4.2945,7.4012
2024/11/16 20:00,9348,0.0552,0.1728,4.3408,7.4584
2024/11/16 21:00,9348,0.0488,0.1401,4.1548,7.4353
2024/11/16 22:00,9348,0.0470,0.1315,4.2716,7.3951
2024/11/16 23:00,9348,0.0350,0.0919,4.3483,7.5133
2024/11/1 0:00,9351,0.5961,1.8137,14.9007,10.2928
2024/11/1 1:00,9351,0.4411,1.4407,10.8326,9.5313
2024/11/1 2:00,9351,0.2896,1.0671,8.1622,8.7017
2024/11/1 3:00,9351,0.2320,0.7870,6.7834,8.4306
2024/11/1 4:00,9351,0.2689,0.8294,6.9828,8.7727
2024/11/1 5:00,9351,0.2785,0.8850,7.0684,8.8410
2024/11/1 6:00,9351,0.2467,0.8105,7.1899,8.6814
2024/11/1 7:00,9351,0.4618,1.5158,11.0426,9.8050
2024/11/1 8:00,9351,0.5832,2.1166,11.9926,10.2519
2024/11/1 9:00,9351,0.6779,2.5113,13.7117,10.6473
2024/11/1 10:00,9351,0.7610,2.8672,14.4216,10.8630
2024/11/1 11:00,9351,0.8337,2.8430,15.0362,11.2534
2024/11/1 12:00,9351,0.8483,2.6816,15.5063,11.2108
2024/11/1 13:00,9351,0.7175,2.3148,14.9095,10.6950
2024/11/1 14:00,9351,0.7599,2.5536,15.0298,10.8995
2024/11/1 15:00,9351,0.7347,2.5897,13.2808,10.5975
2024/11/1 16:00,9351,0.7269,2.5147,13.4873,10.4895
2024/11/1 17:00,9351,0.8130,2.9383,13.4062,11.0182
2024/11/1 18:00,9351,0.9238,3.0307,13.5752,11.0854
2024/11/1 19:00,9351,0.9984,3.1829,15.4952,11.6202
2024/11/1 20:00,9351,1.1674,3.1691,17.0005,12.0536
2024/11/1 21:00,9351,1.2541,3.2400,21.0297,12.0945
2024/11/1 22:00,9351,1.2033,3.1892,22.3798,11.9821
2024/11/1 23:00,9351,0.8955,2.4905,18.5058,10.9737
2024/11/16 0:00,9351,1.0302,2.3747,20.4660,11.0006
2024/11/16 1:00,9351,0.6514,1.8367,14.4145,10.0394
2024/11/16 2:00,9351,0.5054,1.5020,11.1932,9.5757
2024/11/16 3:00,9351,0.5797,1.4403,11.5307,9.6673
2024/11/16 4:00,9351,0.6031,1.4917,10.7367,10.0530
2024/11/16 5:00,9351,0.4751,1.1806,8.7426,9.3120
2024/11/16 6:00,9351,0.3273,0.9278,8.0783,9.0707
2024/11/16 7:00,9351,0.6540,1.6695,12.5291,10.7838
2024/11/16 8:00,9351,0.8288,2.3606,15.1227,11.1230
2024/11/16 9:00,9351,0.9198,2.8145,15.8332,11.2626
2024/11/16 10:00,9351,1.0415,3.1818,17.4695,11.8325
2024/11/16 11:00,9351,1.2144,3.2954,18.5965,12.2747
2024/11/16 12:00,9351,1.4082,3.4158,22.3062,13.2510
2024/11/16 13:00,9351,1.1999,3.3848,21.6793,12.3610
2024/11/16 14:00,9351,1.2921,3.4868,21.4361,12.9181
2024/11/16 15:00,9351,1.3063,3.4979,19.9449,12.9808
2024/11/16 16:00,9351,1.1958,3.3363,17.5629,12.4188
2024/11/16 17:00,9351,1.1480,3.3627,17.4576,11.8281
2024/11/16 18:00,9351,1.2191,3.2751,19.7111,12.4059
2024/11/16 19:00,9351,1.5106,3.5632,22.8712,13.4356
2024/11/16 20:00,9351,1.5861,3.4583,23.4514,12.9867
2024/11/16 21:00,9351,1.5636,3.4182,21.8538,12.8317
2024/11/16 22:00,9351,1.4821,3.3210,24.3738,12.4526
2024/11/16 23:00,9351,1.3279,3.0279,25.5636,12.2498
2024/11/1 0:00,9354,1.0393,2.6953,32.8228,13.0305
2024/11/1 1:00,9354,1.1355,3.0720,28.0930,13.6389
2024/11/1 2:00,9354,0.9755,2.5753,20.6542,12.2306
2024/11/1 3:00,9354,0.1754,0.5758,6.4146,6.4156
2024/11/1 4:00,9354,0.1719,0.3144,5.0150,6.4306
2024/11/1 5:00,9354,0.2334,0.5671,6.4401,8.6019
2024/11/1 6:00,9354,0.4017,0.9743,9.9802,9.5127
2024/11/1 7:00,9354,0.8763,1.9184,19.0749,12.2258
2024/11/1 8:00,9354,1.4372,3.0408,29.5844,14.8828
2024/11/1 9:00,9354,1.5113,3.3016,30.2962,15.2573
2024/11/1 10:00,9354,1.7979,3.9168,36.8575,16.9440
2024/11/1 11:00,9354,1.9134,4.0459,39.3881,17.7680
2024/11/1 12:00,9354,2.0391,4.4588,51.1984,19.3896
2024/11/1 13:00,9354,1.6123,3.5282,40.0842,15.9036
2024/11/1 14:00,9354,1.6053,3.5607,36.2201,15.8909
2024/11/1 15:00,9354,1.7123,3.7043,35.5388,16.2737
2024/11/1 16:00,9354,1.8187,3.9753,39.6625,17.1854
2024/11/1 17:00,9354,2.0926,4.3599,43.2405,18.7441
2024/11/1 18:00,9354,2.2040,4.5279,43.9216,19.4472
2024/11/1 19:00,9354,1.8831,3.9228,38.1076,17.8154
2024/11/1 20:00,9354,1.8155,3.7620,36.7310,16.5507
2024/11/1 21:00,9354,1.6202,3.4803,36.2210,15.5259
2024/11/1 22:00,9354,1.6050,3.5710,44.8835,16.1880
2024/11/1 23:00,9354,1.3243,3.1589,41.8595,14.6469
2024/11/16 0:00,9354,1.2635,3.1345,33.9902,13.3635
2024/11/16 1:00,9354,1.1246,2.9484,26.8572,12.8692
2024/11/16 2:00,9354,0.8876,2.6486,20.0513,11.6905
2024/11/16 3:00,9354,0.3349,0.9266,9.3035,10.1658
2024/11/16 4:00,9354,0.1705,0.3955,6.0445,6.4051
2024/11/16 5:00,9354,0.4039,0.7824,8.3036,9.1796
2024/11/16 6:00,9354,0.3864,0.8445,9.6097,9.2939
2024/11/16 7:00,9354,0.8051,1.9203,17.0232,11.5075
2024/11/16 8:00,9354,1.3281,3.0752,24.8325,13.6830
2024/11/16 9:00,9354,1.5686,3.3731,31.1119,14.9749
2024/11/16 10:00,9354,1.7590,3.7773,32.3407,16.0555
2024/11/16 11:00,9354,1.7856,3.6082,33.6511,16.6042
2024/11/16 12:00,9354,1.7434,3.5553,39.9592,16.7795
2024/11/16 13:00,9354,1.7453,3.6197,37.1205,16.0134
2024/11/16 14:00,9354,1.7233,3.6620,34.0970,15.4947
2024/11/16 15:00,9354,1.6356,3.4615,31.8735,15.4666
2024/11/16 16:00,9354,1.9826,4.0062,40.0018,17.5010
2024/11/16 17:00,9354,2.1337,4.1690,36.7188,18.5534
2024/11/16 18:00,9354,2.4807,4.7659,42.6048,20.0963
2024/11/16 19:00,9354,2.2464,4.2520,39.3921,19.6959
2024/11/16 20:00,9354,2.2884,4.3750,38.1185,19.6109
2024/11/16 21:00,9354,2.1500,4.3490,39.4432,18.3306
2024/11/16 22:00,9354,2.1272,4.6165,46.0817,18.7374
2024/11/16 23:00,9354,1.7024,3.8513,40.4314,15.9432
2024/11/1 0:00,9370,0.0749,0.2299,4.6538,7.6858
2024/11/1 1:00,9370,0.1757,0.2411,5.5480,6.0932
2024/11/1 2:00,9370,0.1767,0.4092,4.5495,6.0264
2024/11/1 3:00,9370,0.1789,0.3828,4.4964,6.0723
2024/11/1 4:00,9370,0.1786,0.3362,4.1118,5.9157
2024/11/1 5:00,9370,0.1689,0.2408,4.2981,6.2032
2024/11/1 6:00,9370,0.0837,0.2279,4.6161,7.6721
2024/11/1 7:00,9370,0.3259,0.8992,7.0869,8.5795
2024/11/1 8:00,9370,0.5350,1.3905,9.9900,9.3851
2024/11/1 9:00,9370,0.6056,1.5241,11.3331,9.8748
2024/11/1 10:00,9370,0.6084,1.5109,11.0745,9.8216
2024/11/1 11:00,9370,0.5456,1.3636,10.1255,9.5529
2024/11/1 12:00,9370,0.3773,0.9725,8.9714,8.9197
2024/11/1 13:00,9370,0.3571,0.8800,8.3495,8.6546
2024/11/1 14:00,9370,0.4625,1.1934,10.2636,9.2174
2024/11/1 15:00,9370,0.4570,1.1875,9.7383,9.3050
2024/11/1 16:00,9370,0.4760,1.2830,9.7004,9.3127
2024/11/1 17:00,9370,0.6247,1.6819,11.2455,9.8140
2024/11/1 18:00,9370,0.5601,1.4903,9.1623,9.4038
2024/11/1 19:00,9370,0.3418,0.9064,7.0738,8.6561
2024/11/1 20:00,9370,0.2710,0.7130,6.0061,8.5190
2024/11/1 21:00,9370,0.2445,0.6131,5.9461,8.2587
2024/11/1 22:00,9370,0.1815,0.4587,5.6793,8.1256
2024/11/1 23:00,9370,0.1042,0.2806,5.0557,7.8465
2024/11/16 0:00,9370,0.0878,0.2530,5.3662,7.9606
2024/11/16 1:00,9370,0.0887,0.2985,6.0699,8.8618
2024/11/16 2:00,9370,0.0940,0.3023,6.0784,8.8054
2024/11/16 3:00,9370,0.0768,0.2459,5.5847,8.2667
2024/11/16 4:00,9370,0.1746,0.2155,5.7268,6.2243
2024/11/16 5:00,9370,0.1746,0.3156,5.0423,6.1465
2024/11/16 6:00,9370,0.0765,0.2061,4.5945,7.6637
2024/11/16 7:00,9370,0.1129,0.3197,5.0624,7.9737
2024/11/16 8:00,9370,0.3026,0.8479,6.9215,8.6737
2024/11/16 9:00,9370,0.3226,0.8941,8.0852,8.8281
2024/11/16 10:00,9370,0.3295,0.8987,8.0782,8.8552
2024/11/16 11:00,9370,0.2984,0.7809,7.2386,8.8783
2024/11/16 12:00,9370,0.2929,0.7838,7.0603,8.6924
2024/11/16 13:00,9370,0.3497,0.8738,7.9069,8.8599
2024/11/16 14:00,9370,0.4022,0.9968,8.4542,8.9523
2024/11/16 15:00,9370,0.4338,1.1018,9.7021,9.0746
2024/11/16 16:00,9370,0.4640,1.2197,9.6136,9.2791
2024/11/16 17:00,9370,0.5597,1.4489,10.1523,9.8489
2024/11/16 18:00,9370,0.4870,1.2981,9.5035,9.4304
2024/11/16 19:00,9370,0.4173,1.0162,8.4716,9.3115
2024/11/16 20:00,9370,0.3389,0.8272,7.7131,9.0775
2024/11/16 21:00,9370,0.2671,0.6537,6.8880,8.5917
